date,land_surface,ndvi,precipitation,water_vapor,fire_count
2023-01-01,25.2952752,0.416,1.0,1.0295,0
2023-01-09,24.15157485,0.416,1.0,0.8795,0
2023-01-17,23.807087,0.4006999999999999,1.0,1.1045000000000005,0
2023-01-25,24.978346400000003,0.4006999999999999,1.0,1.35,0
2023-02-02,25.37795255,0.37485,1.0,1.0192,0
2023-02-10,26.5492127,0.37485,1.0,1.2725,0
2023-02-18,27.94094485,0.3515,1.0,1.1445,0
2023-02-26,32.43307125,0.3515,1.0,1.0735,0
2023-03-06,33.066929550000005,0.34265,5.983,1.266,0
2023-03-14,31.0275589,0.34265,5.983,1.3345,0
2023-03-22,35.6574803,0.33105,5.983,1.316,0
2023-03-30,30.9173225,0.33105,5.983,1.4774999999999998,0
2023-04-07,24.7303151,0.3531,30.2905,5001.5895,0
2023-04-15,34.6791339,0.3531,30.2905,1.791,0
2023-04-23,34.52755895,0.34545,30.2905,1.277,0
2023-05-01,36.51181075,0.34545,231.8375,1.9325000000000003,0
2023-05-09,31.59251965,0.3777999999999999,231.8375,1.9195,0
2023-05-17,31.8818899,0.3777999999999999,231.8375,2.391,0
2023-05-25,31.57874025,0.4442,231.8375,2.0335,0
2023-06-02,30.7381892,0.4442,22.884000000000004,2.2885,0
2023-06-10,39.0196853,0.4338999999999999,22.884000000000004,1.359,0
2023-06-18,39.681102,0.4338999999999999,22.884000000000004,1.8945,0
2023-06-26,35.078739899999995,0.4323,22.884000000000004,1.7440000000000002,0
2023-07-04,35.3818898,0.4323,18.6165,2.184,0
2023-07-12,36.2637794,0.422,18.6165,2.007,0
2023-07-20,33.259842549999995,0.422,18.6165,3.3656,0
2023-07-28,32.8188977,0.42035,18.6165,2.8505,0
2023-08-05,37.83464585,0.42035,59.14450000000001,1.998,0
2023-08-13,31.6200788,0.4151000000000001,59.14450000000001,3.076,0
2023-08-21,29.60826735,0.4151000000000001,59.14450000000001,2.7805,0
2023-08-29,33.6732283,0.43955,59.14450000000001,2.5714999999999995,0
2023-09-06,34.3759844,0.43955,13.4555,1.9075,0
2023-09-14,33.1220469,0.4105,13.4555,1.96,0
2023-09-22,33.43897655000001,0.4105,13.4555,2.0055,0
2023-09-30,31.137795350000005,0.4096,13.4555,,0
2023-10-08,32.41929115000001,0.4096,62.40599999999999,15001.65,0
2023-10-16,29.814961,0.42275,62.40599999999999,1.7579999999999998,0
2023-10-24,25.391732150000003,0.42275,62.40599999999999,1.6035000000000004,0
2023-11-01,27.4173229,0.41695,67.86500000000001,1.347,0
2023-11-09,21.05118145,0.41695,67.86500000000001,45000.7165,0
2023-11-17,25.84645665,0.43705,67.86500000000001,1.4660000000000002,0
2023-11-25,23.903543300000003,0.43705,67.86500000000001,0.905,0
2023-12-03,21.65748045,0.4535999999999999,127.0465,1.024,0
2023-12-11,18.87401565,0.4535999999999999,127.0465,0.9055,0
2023-12-19,17.909448700000002,0.4474,127.0465,1.451,0
2023-12-27,18.0610233,0.4474,127.0465,0.8055,0
